TDL2048-Demo
alpha = 0.1
total = 5000000
seed = 2689549431
6-tuple pattern 012345, size = 16777216 (64MB)
6-tuple pattern 456789, size = 16777216 (64MB)
6-tuple pattern 012456, size = 16777216 (64MB)
6-tuple pattern 45689a, size = 16777216 (64MB)
1000	mean = 7727.33	max = 26968
	2048	8.7%	(96.2%)
	4096	29.4%	(87.5%)
	8192	57.9%	(58.1%)
	16384	0.2%	(0.2%)
523000	mean = 115047	max = 267904
	512	1.1%	(100%)
	1024	3%	(98.9%)
	2048	6.9%	(95.9%)
	4096	27.7%	(89%)
	8192	61%	(61.3%)
	16384	0.3%	(0.3%)
524000	mean = 110021	max = 263536
	512	0.9%	(100%)
	1024	4.5%	(99.1%)
	2048	9.2%	(94.6%)
	4096	29.1%	(85.4%)
	8192	56.1%	(56.3%)
	16384	0.2%	(0.2%)
525000	mean = 115292	max = 284296
	512	0.9%	(100%)
	1024	1.8%	(99.1%)
	2048	7.3%	(97.3%)
	4096	30.8%	(90%)
	8192	58.2%	(59.2%)
	16384	1%	(1%)
526000	mean = 111757	max = 280940
	512	0.5%	(100%)
	1024	3.7%	(99.5%)
	2048	7.4%	(95.8%)
	4096	31.3%	(88.4%)
	8192	56.8%	(57.1%)
	16384	0.3%	(0.3%)
527000	mean = 111131	max = 285320
	512	1.2%	(100%)
	1024	3.6%	(98.8%)
	2048	7.3%	(95.2%)
	4096	31.8%	(87.9%)
	8192	55.5%	(56.1%)
	16384	0.6%	(0.6%)
528000	mean = 112135	max = 246476
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3.6%	(99%)
	2048	8.3%	(95.4%)
	4096	28.8%	(87.1%)
	8192	57.9%	(58.3%)
	16384	0.4%	(0.4%)
529000	mean = 110627	max = 284736
	256	0.2%	(100%)
	512	1.1%	(99.8%)
	1024	4.1%	(98.7%)
	2048	8.6%	(94.6%)
	4096	28.2%	(86%)
	8192	57.1%	(57.8%)
	16384	0.7%	(0.7%)
530000	mean = 113128	max = 278848
	512	0.7%	(100%)
	1024	3.1%	(99.3%)
	2048	8.6%	(96.2%)
	4096	27.8%	(87.6%)
	8192	59.3%	(59.8%)
	16384	0.5%	(0.5%)
531000	mean = 111384	max = 290556
	256	0.4%	(100%)
	512	0.8%	(99.6%)
	1024	2.7%	(98.8%)
	2048	8.6%	(96.1%)
	4096	30.5%	(87.5%)
	8192	56.5%	(57%)
	16384	0.5%	(0.5%)
532000	mean = 110103	max = 272164
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.3%	(99.8%)
	1024	3.8%	(98.5%)
	2048	7.2%	(94.7%)
	4096	31.3%	(87.5%)
	8192	56%	(56.2%)
	16384	0.2%	(0.2%)
533000	mean = 110352	max = 272460
	64	0.1%	(100%)
	512	1%	(99.9%)
	1024	3.9%	(98.9%)
	2048	6.6%	(95%)
	4096	32.2%	(88.4%)
	8192	55.7%	(56.2%)
	16384	0.5%	(0.5%)
534000	mean = 113244	max = 280348
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	4.1%	(98.8%)
	2048	7.4%	(94.7%)
	4096	27.6%	(87.3%)
	8192	59.4%	(59.7%)
	16384	0.3%	(0.3%)
535000	mean = 113503	max = 255548
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	2.3%	(98.8%)
	2048	6.9%	(96.5%)
	4096	31.1%	(89.6%)
	8192	58.2%	(58.5%)
	16384	0.3%	(0.3%)
536000	mean = 113477	max = 290280
	512	1.1%	(100%)
	1024	3.7%	(98.9%)
	2048	7%	(95.2%)
	4096	29.1%	(88.2%)
	8192	58.7%	(59.1%)
	16384	0.4%	(0.4%)
537000	mean = 113905	max = 281504
	128	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.3%	(99.3%)
	2048	5.6%	(96%)
	4096	32.1%	(90.4%)
	8192	57.4%	(58.3%)
	16384	0.9%	(0.9%)
538000	mean = 114695	max = 276092
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	2.3%	(99.1%)
	2048	8.5%	(96.8%)
	4096	29.1%	(88.3%)
	8192	58.5%	(59.2%)
	16384	0.7%	(0.7%)
539000	mean = 112638	max = 258500
	512	0.7%	(100%)
	1024	3.7%	(99.3%)
	2048	5.8%	(95.6%)
	4096	32.9%	(89.8%)
	8192	56.7%	(56.9%)
	16384	0.2%	(0.2%)
540000	mean = 112051	max = 268756
	256	0.1%	(100%)
	512	1.2%	(99.9%)
	1024	3.9%	(98.7%)
	2048	7.6%	(94.8%)
	4096	29.7%	(87.2%)
	8192	57.1%	(57.5%)
	16384	0.4%	(0.4%)
541000	mean = 113402	max = 251876
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	2.6%	(99.1%)
	2048	6.6%	(96.5%)
	4096	31.6%	(89.9%)
	8192	57.9%	(58.3%)
	16384	0.4%	(0.4%)
542000	mean = 115011	max = 237300
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1%	(99.8%)
	1024	2.4%	(98.8%)
	2048	7.8%	(96.4%)
	4096	27.4%	(88.6%)
	8192	60.9%	(61.2%)
	16384	0.3%	(0.3%)
543000	mean = 111927	max = 269624
	32	0.1%	(100%)
	128	0.1%	(99.9%)
	256	0.2%	(99.8%)
	512	0.7%	(99.6%)
	1024	3.8%	(98.9%)
	2048	6.2%	(95.1%)
	4096	31.7%	(88.9%)
	8192	56.9%	(57.2%)
	16384	0.3%	(0.3%)
544000	mean = 114477	max = 261476
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	3.8%	(99.2%)
	2048	5.6%	(95.4%)
	4096	29.1%	(89.8%)
	8192	60.4%	(60.7%)
	16384	0.3%	(0.3%)
545000	mean = 113951	max = 229632
	512	1%	(100%)
	1024	3.2%	(99%)
	2048	7.2%	(95.8%)
	4096	29.5%	(88.6%)
	8192	59%	(59.1%)
	16384	0.1%	(0.1%)
546000	mean = 113806	max = 262492
	256	0.2%	(100%)
	512	1.1%	(99.8%)
	1024	3%	(98.7%)
	2048	6.9%	(95.7%)
	4096	30.2%	(88.8%)
	8192	58.2%	(58.6%)
	16384	0.4%	(0.4%)
547000	mean = 111157	max = 278408
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	4%	(99%)
	2048	6.8%	(95%)
	4096	30.9%	(88.2%)
	8192	56.8%	(57.3%)
	16384	0.5%	(0.5%)
548000	mean = 111224	max = 275920
	512	0.7%	(100%)
	1024	3.8%	(99.3%)
	2048	7.5%	(95.5%)
	4096	32.7%	(88%)
	8192	54.8%	(55.3%)
	16384	0.5%	(0.5%)
549000	mean = 112945	max = 288824
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	3.2%	(99%)
	2048	8.9%	(95.8%)
	4096	28.1%	(86.9%)
	8192	58.2%	(58.8%)
	16384	0.6%	(0.6%)
550000	mean = 112951	max = 267492
	512	0.8%	(100%)
	1024	3.6%	(99.2%)
	2048	6.3%	(95.6%)
	4096	29.5%	(89.3%)
	8192	59.3%	(59.8%)
	16384	0.5%	(0.5%)
551000	mean = 114816	max = 287988
	256	0.4%	(100%)
	512	1.1%	(99.6%)
	1024	3.1%	(98.5%)
	2048	6.1%	(95.4%)
	4096	29.8%	(89.3%)
	8192	58.9%	(59.5%)
	16384	0.6%	(0.6%)
552000	mean = 115455	max = 234384
	256	0.1%	(100%)
	512	1.1%	(99.9%)
	1024	3.1%	(98.8%)
	2048	6.7%	(95.7%)
	4096	29%	(89%)
	8192	59.7%	(60%)
	16384	0.3%	(0.3%)
553000	mean = 115189	max = 246624
	512	0.6%	(100%)
	1024	3.2%	(99.4%)
	2048	6.2%	(96.2%)
	4096	27.9%	(90%)
	8192	61.9%	(62.1%)
	16384	0.2%	(0.2%)
554000	mean = 114925	max = 262304
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	4.1%	(99%)
	2048	6.7%	(94.9%)
	4096	28%	(88.2%)
	8192	60.1%	(60.2%)
	16384	0.1%	(0.1%)
555000	mean = 110921	max = 281416
	512	0.6%	(100%)
	1024	3.1%	(99.4%)
	2048	8.3%	(96.3%)
	4096	30.4%	(88%)
	8192	57.3%	(57.6%)
	16384	0.3%	(0.3%)
556000	mean = 113035	max = 285748
	512	1%	(100%)
	1024	3.7%	(99%)
	2048	8.1%	(95.3%)
	4096	29%	(87.2%)
	8192	57.7%	(58.2%)
	16384	0.5%	(0.5%)
557000	mean = 112426	max = 245112
	512	1%	(100%)
	1024	3.2%	(99%)
	2048	7.8%	(95.8%)
	4096	29.7%	(88%)
	8192	58.1%	(58.3%)
	16384	0.2%	(0.2%)
558000	mean = 114526	max = 262188
	512	0.9%	(100%)
	1024	2.7%	(99.1%)
	2048	7.1%	(96.4%)
	4096	30.3%	(89.3%)
	8192	58.4%	(59%)
	16384	0.6%	(0.6%)
559000	mean = 114569	max = 251620
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.6%	(99%)
	2048	7.4%	(96.4%)
	4096	28.3%	(89%)
	8192	60.3%	(60.7%)
	16384	0.4%	(0.4%)
560000	mean = 112761	max = 279664
	512	0.3%	(100%)
	1024	3%	(99.7%)
	2048	8.8%	(96.7%)
	4096	29.9%	(87.9%)
	8192	57.6%	(58%)
	16384	0.4%	(0.4%)
561000	mean = 114262	max = 261588
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	4.3%	(99%)
	2048	7%	(94.7%)
	4096	26.2%	(87.7%)
	8192	61%	(61.5%)
	16384	0.5%	(0.5%)
562000	mean = 112526	max = 215504
	512	0.8%	(100%)
	1024	3.6%	(99.2%)
	2048	8.1%	(95.6%)
	4096	28.8%	(87.5%)
	8192	58.6%	(58.7%)
	16384	0.1%	(0.1%)
563000	mean = 112766	max = 245532
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.9%	(99.1%)
	2048	6.1%	(95.2%)
	4096	30.3%	(89.1%)
	8192	58.5%	(58.8%)
	16384	0.3%	(0.3%)
564000	mean = 113294	max = 268560
	256	0.2%	(100%)
	512	1.4%	(99.8%)
	1024	2.9%	(98.4%)
	2048	8.2%	(95.5%)
	4096	28.7%	(87.3%)
	8192	58.2%	(58.6%)
	16384	0.4%	(0.4%)
565000	mean = 111424	max = 246160
	512	0.8%	(100%)
	1024	3.2%	(99.2%)
	2048	7.6%	(96%)
	4096	30.5%	(88.4%)
	8192	57.8%	(57.9%)
	16384	0.1%	(0.1%)
566000	mean = 113216	max = 276644
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.5%	(99.1%)
	2048	7.5%	(95.6%)
	4096	28.9%	(88.1%)
	8192	58.4%	(59.2%)
	16384	0.8%	(0.8%)
567000	mean = 112429	max = 251580
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	3.6%	(99.2%)
	2048	6.5%	(95.6%)
	4096	29.8%	(89.1%)
	8192	59.1%	(59.3%)
	16384	0.2%	(0.2%)
568000	mean = 110921	max = 293892
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	4.5%	(99.1%)
	2048	7.7%	(94.6%)
	4096	29.6%	(86.9%)
	8192	56.8%	(57.3%)
	16384	0.5%	(0.5%)
569000	mean = 112432	max = 282700
	256	0.2%	(100%)
	512	1.1%	(99.8%)
	1024	3.2%	(98.7%)
	2048	6.7%	(95.5%)
	4096	31.4%	(88.8%)
	8192	57.1%	(57.4%)
	16384	0.3%	(0.3%)
570000	mean = 110526	max = 255040
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1%	(99.7%)
	1024	4.3%	(98.7%)
	2048	7%	(94.4%)
	4096	30.3%	(87.4%)
	8192	56.5%	(57.1%)
	16384	0.6%	(0.6%)
571000	mean = 112819	max = 234800
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	3.5%	(99%)
	2048	6.3%	(95.5%)
	4096	31.7%	(89.2%)
	8192	57.1%	(57.5%)
	16384	0.4%	(0.4%)
572000	mean = 113744	max = 279752
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.8%	(99%)
	2048	7.3%	(96.2%)
	4096	29.2%	(88.9%)
	8192	58.8%	(59.7%)
	16384	0.9%	(0.9%)
573000	mean = 112609	max = 277716
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.8%	(99.1%)
	2048	8.1%	(96.3%)
	4096	30.6%	(88.2%)
	8192	57.1%	(57.6%)
	16384	0.5%	(0.5%)
574000	mean = 114132	max = 261560
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	3.5%	(99.4%)
	2048	7.2%	(95.9%)
	4096	28.7%	(88.7%)
	8192	59.8%	(60%)
	16384	0.2%	(0.2%)
575000	mean = 111641	max = 263384
	256	0.2%	(100%)
	512	1.1%	(99.8%)
	1024	3.7%	(98.7%)
	2048	8.5%	(95%)
	4096	29%	(86.5%)
	8192	56.7%	(57.5%)
	16384	0.8%	(0.8%)
576000	mean = 114032	max = 287044
	256	0.1%	(100%)
	512	1.2%	(99.9%)
	1024	3.4%	(98.7%)
	2048	7.5%	(95.3%)
	4096	27.1%	(87.8%)
	8192	59.9%	(60.7%)
	16384	0.8%	(0.8%)
577000	mean = 111391	max = 261116
	512	1.1%	(100%)
	1024	3.1%	(98.9%)
	2048	8.4%	(95.8%)
	4096	30.7%	(87.4%)
	8192	55.9%	(56.7%)
	16384	0.8%	(0.8%)
578000	mean = 114852	max = 264676
	512	0.7%	(100%)
	1024	3.6%	(99.3%)
	2048	7.3%	(95.7%)
	4096	28.1%	(88.4%)
	8192	59.8%	(60.3%)
	16384	0.5%	(0.5%)
579000	mean = 112641	max = 292632
	256	0.1%	(100%)
	512	1.1%	(99.9%)
	1024	3.2%	(98.8%)
	2048	7.5%	(95.6%)
	4096	29.7%	(88.1%)
	8192	58.1%	(58.4%)
	16384	0.3%	(0.3%)
580000	mean = 111899	max = 269920
	256	0.3%	(100%)
	512	1.1%	(99.7%)
	1024	3.4%	(98.6%)
	2048	6.6%	(95.2%)
	4096	30.1%	(88.6%)
	8192	58.2%	(58.5%)
	16384	0.3%	(0.3%)
581000	mean = 115420	max = 286632
	512	0.6%	(100%)
	1024	2.7%	(99.4%)
	2048	5.9%	(96.7%)
	4096	29.7%	(90.8%)
	8192	60.6%	(61.1%)
	16384	0.5%	(0.5%)
582000	mean = 113613	max = 267976
	128	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	3.6%	(99%)
	2048	7.8%	(95.4%)
	4096	27%	(87.6%)
	8192	60.1%	(60.6%)
	16384	0.5%	(0.5%)
583000	mean = 112197	max = 281484
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	3.6%	(99%)
	2048	7.7%	(95.4%)
	4096	28.8%	(87.7%)
	8192	58.7%	(58.9%)
	16384	0.2%	(0.2%)
584000	mean = 114640	max = 261808
	512	0.7%	(100%)
	1024	4.1%	(99.3%)
	2048	7.3%	(95.2%)
	4096	27.6%	(87.9%)
	8192	59.9%	(60.3%)
	16384	0.4%	(0.4%)
585000	mean = 114061	max = 277708
	128	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3.8%	(99%)
	2048	8.7%	(95.2%)
	4096	25.7%	(86.5%)
	8192	60.4%	(60.8%)
	16384	0.4%	(0.4%)
586000	mean = 112069	max = 286068
	256	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.9%	(98.9%)
	2048	7.3%	(96%)
	4096	31.6%	(88.7%)
	8192	56.6%	(57.1%)
	16384	0.5%	(0.5%)
587000	mean = 113544	max = 282252
	512	0.9%	(100%)
	1024	4.4%	(99.1%)
	2048	7.1%	(94.7%)
	4096	27.1%	(87.6%)
	8192	60%	(60.5%)
	16384	0.5%	(0.5%)
588000	mean = 113659	max = 260584
	256	0.3%	(100%)
	512	0.9%	(99.7%)
	1024	4%	(98.8%)
	2048	7.5%	(94.8%)
	4096	27.4%	(87.3%)
	8192	59.3%	(59.9%)
	16384	0.6%	(0.6%)
589000	mean = 112929	max = 291136
	512	1%	(100%)
	1024	3.7%	(99%)
	2048	9.2%	(95.3%)
	4096	26.2%	(86.1%)
	8192	59.3%	(59.9%)
	16384	0.6%	(0.6%)
590000	mean = 112017	max = 263244
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	3.4%	(99.4%)
	2048	8.4%	(96%)
	4096	27.6%	(87.6%)
	8192	59.8%	(60%)
	16384	0.2%	(0.2%)
591000	mean = 115022	max = 284560
	256	0.1%	(100%)
	512	0.4%	(99.9%)
	1024	2.4%	(99.5%)
	2048	8.1%	(97.1%)
	4096	27.4%	(89%)
	8192	61.1%	(61.6%)
	16384	0.5%	(0.5%)
592000	mean = 116875	max = 272656
	512	0.6%	(100%)
	1024	2.8%	(99.4%)
	2048	7%	(96.6%)
	4096	27.2%	(89.6%)
	8192	61.9%	(62.4%)
	16384	0.5%	(0.5%)
593000	mean = 111357	max = 288176
	256	0.1%	(100%)
	512	1.5%	(99.9%)
	1024	3.7%	(98.4%)
	2048	8.6%	(94.7%)
	4096	28.7%	(86.1%)
	8192	56.9%	(57.4%)
	16384	0.5%	(0.5%)
594000	mean = 110206	max = 268300
	512	0.9%	(100%)
	1024	3.7%	(99.1%)
	2048	8.8%	(95.4%)
	4096	29.8%	(86.6%)
	8192	56.6%	(56.8%)
	16384	0.2%	(0.2%)
595000	mean = 113950	max = 283136
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.1%	(99.1%)
	2048	6.5%	(96%)
	4096	30.3%	(89.5%)
	8192	58.6%	(59.2%)
	16384	0.6%	(0.6%)
596000	mean = 113022	max = 284836
	512	1%	(100%)
	1024	3.4%	(99%)
	2048	6.8%	(95.6%)
	4096	30.8%	(88.8%)
	8192	57.4%	(58%)
	16384	0.6%	(0.6%)
597000	mean = 114933	max = 271628
	512	0.9%	(100%)
	1024	3.4%	(99.1%)
	2048	5.5%	(95.7%)
	4096	30%	(90.2%)
	8192	59.4%	(60.2%)
	16384	0.8%	(0.8%)
598000	mean = 113997	max = 265124
	512	0.7%	(100%)
	1024	4%	(99.3%)
	2048	7.5%	(95.3%)
	4096	27.6%	(87.8%)
	8192	59.5%	(60.2%)
	16384	0.7%	(0.7%)
599000	mean = 114742	max = 254852
	512	1.1%	(100%)
	1024	3.1%	(98.9%)
	2048	6%	(95.8%)
	4096	26.9%	(89.8%)
	8192	62.6%	(62.9%)
	16384	0.3%	(0.3%)
600000	mean = 111062	max = 247888
	256	0.2%	(100%)
	512	1.3%	(99.8%)
	1024	3.1%	(98.5%)
	2048	7.3%	(95.4%)
	4096	31.6%	(88.1%)
	8192	56.1%	(56.5%)
	16384	0.4%	(0.4%)
6-tuple pattern 012345 is saved to 2048.ckpt
6-tuple pattern 456789 is saved to 2048.ckpt
6-tuple pattern 012456 is saved to 2048.ckpt
6-tuple pattern 45689a is saved to 2048.ckpt
601000	mean = 113846	max = 304016
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	3.9%	(99.2%)
	2048	6.2%	(95.3%)
	4096	29.4%	(89.1%)
	8192	59.1%	(59.7%)
	16384	0.6%	(0.6%)
602000	mean = 111472	max = 286592
	512	0.9%	(100%)
	1024	2.8%	(99.1%)
	2048	7.3%	(96.3%)
	4096	33%	(89%)
	8192	55.8%	(56%)
	16384	0.2%	(0.2%)
603000	mean = 111386	max = 265816
	512	1%	(100%)
	1024	2.6%	(99%)
	2048	8.7%	(96.4%)
	4096	30.2%	(87.7%)
	8192	57.4%	(57.5%)
	16384	0.1%	(0.1%)
604000	mean = 113964	max = 279964
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	4.1%	(99.3%)
	2048	6.5%	(95.2%)
	4096	29.3%	(88.7%)
	8192	59.1%	(59.4%)
	16384	0.3%	(0.3%)
605000	mean = 111508	max = 246104
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.6%	(99.1%)
	2048	7.4%	(95.5%)
	4096	30.4%	(88.1%)
	8192	57.4%	(57.7%)
	16384	0.3%	(0.3%)
606000	mean = 114434	max = 283264
	512	0.9%	(100%)
	1024	3.5%	(99.1%)
	2048	7.4%	(95.6%)
	4096	26.6%	(88.2%)
	8192	61.5%	(61.6%)
	16384	0.1%	(0.1%)
607000	mean = 115546	max = 280948
	512	0.9%	(100%)
	1024	3.1%	(99.1%)
	2048	5%	(96%)
	4096	29.1%	(91%)
	8192	61.3%	(61.9%)
	16384	0.6%	(0.6%)
608000	mean = 115731	max = 290216
	512	0.7%	(100%)
	1024	4%	(99.3%)
	2048	6.6%	(95.3%)
	4096	25.6%	(88.7%)
	8192	62.5%	(63.1%)
	16384	0.6%	(0.6%)
609000	mean = 111347	max = 256992
	256	0.1%	(100%)
	512	1.5%	(99.9%)
	1024	3.5%	(98.4%)
	2048	7.9%	(94.9%)
	4096	29.2%	(87%)
	8192	57.6%	(57.8%)
	16384	0.2%	(0.2%)
610000	mean = 113068	max = 248572
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.7%	(99.1%)
	2048	7.4%	(95.4%)
	4096	29.4%	(88%)
	8192	58.2%	(58.6%)
	16384	0.4%	(0.4%)
611000	mean = 116875	max = 283564
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.1%	(99.3%)
	2048	6.9%	(96.2%)
	4096	27.3%	(89.3%)
	8192	61%	(62%)
	16384	1%	(1%)
612000	mean = 116381	max = 267784
	64	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	3.5%	(99.6%)
	2048	6.3%	(96.1%)
	4096	27.1%	(89.8%)
	8192	62.2%	(62.7%)
	16384	0.5%	(0.5%)
613000	mean = 111741	max = 270744
	256	0.3%	(100%)
	512	1.1%	(99.7%)
	1024	4.5%	(98.6%)
	2048	7.4%	(94.1%)
	4096	27.8%	(86.7%)
	8192	58.5%	(58.9%)
	16384	0.4%	(0.4%)
614000	mean = 114025	max = 270488
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.2%	(99.3%)
	2048	7.5%	(96.1%)
	4096	27.7%	(88.6%)
	8192	60.4%	(60.9%)
	16384	0.5%	(0.5%)
615000	mean = 115766	max = 270752
	512	0.6%	(100%)
	1024	3.5%	(99.4%)
	2048	6.6%	(95.9%)
	4096	28.6%	(89.3%)
	8192	60%	(60.7%)
	16384	0.7%	(0.7%)
616000	mean = 114398	max = 265428
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1%	(99.8%)
	1024	3.2%	(98.8%)
	2048	6.9%	(95.6%)
	4096	28.6%	(88.7%)
	8192	59.9%	(60.1%)
	16384	0.2%	(0.2%)
617000	mean = 114691	max = 284104
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	3.6%	(99.4%)
	2048	6.4%	(95.8%)
	4096	28.8%	(89.4%)
	8192	60.2%	(60.6%)
	16384	0.4%	(0.4%)
618000	mean = 112214	max = 284876
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	1%	(99.7%)
	1024	3.7%	(98.7%)
	2048	7.3%	(95%)
	4096	29.5%	(87.7%)
	8192	57.7%	(58.2%)
	16384	0.5%	(0.5%)
619000	mean = 115013	max = 268136
	512	0.9%	(100%)
	1024	3.1%	(99.1%)
	2048	7.2%	(96%)
	4096	26.7%	(88.8%)
	8192	61.5%	(62.1%)
	16384	0.6%	(0.6%)
620000	mean = 112741	max = 247612
	256	0.2%	(100%)
	512	0.5%	(99.8%)
	1024	3.5%	(99.3%)
	2048	9.1%	(95.8%)
	4096	28%	(86.7%)
	8192	58.1%	(58.7%)
	16384	0.6%	(0.6%)
621000	mean = 115750	max = 285464
	512	0.7%	(100%)
	1024	2.7%	(99.3%)
	2048	7.5%	(96.6%)
	4096	28.2%	(89.1%)
	8192	60%	(60.9%)
	16384	0.9%	(0.9%)
622000	mean = 114244	max = 288272
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3%	(99.3%)
	2048	7.9%	(96.3%)
	4096	29.2%	(88.4%)
	8192	58.9%	(59.2%)
	16384	0.3%	(0.3%)
623000	mean = 112138	max = 266980
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	4.2%	(99.1%)
	2048	8.3%	(94.9%)
	4096	27.3%	(86.6%)
	8192	58.5%	(59.3%)
	16384	0.8%	(0.8%)
624000	mean = 115549	max = 224960
	512	0.6%	(100%)
	1024	2.7%	(99.4%)
	2048	7%	(96.7%)
	4096	28%	(89.7%)
	8192	61.6%	(61.7%)
	16384	0.1%	(0.1%)
625000	mean = 115887	max = 280340
	512	1.1%	(100%)
	1024	3.6%	(98.9%)
	2048	5.4%	(95.3%)
	4096	29.1%	(89.9%)
	8192	60.4%	(60.8%)
	16384	0.4%	(0.4%)
626000	mean = 116684	max = 263828
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.3%	(99.1%)
	2048	5.6%	(95.8%)
	4096	27.8%	(90.2%)
	8192	62.2%	(62.4%)
	16384	0.2%	(0.2%)
627000	mean = 113387	max = 286476
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	3.2%	(98.8%)
	2048	6.8%	(95.6%)
	4096	29.1%	(88.8%)
	8192	59.2%	(59.7%)
	16384	0.5%	(0.5%)
628000	mean = 117251	max = 262832
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	3%	(99.2%)
	2048	7.1%	(96.2%)
	4096	26.5%	(89.1%)
	8192	61.9%	(62.6%)
	16384	0.7%	(0.7%)
629000	mean = 118632	max = 269208
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.3%	(99.2%)
	2048	6.7%	(96.9%)
	4096	26%	(90.2%)
	8192	63.6%	(64.2%)
	16384	0.6%	(0.6%)
630000	mean = 115914	max = 289640
	512	0.9%	(100%)
	1024	2.8%	(99.1%)
	2048	6%	(96.3%)
	4096	29.3%	(90.3%)
	8192	60.7%	(61%)
	16384	0.3%	(0.3%)
631000	mean = 116411	max = 281476
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	3.1%	(99%)
	2048	4.6%	(95.9%)
	4096	29.4%	(91.3%)
	8192	61.6%	(61.9%)
	16384	0.3%	(0.3%)
632000	mean = 117130	max = 277116
	512	0.5%	(100%)
	1024	3.1%	(99.5%)
	2048	6.7%	(96.4%)
	4096	26.6%	(89.7%)
	8192	62.7%	(63.1%)
	16384	0.4%	(0.4%)
633000	mean = 116020	max = 287224
	512	0.8%	(100%)
	1024	2.6%	(99.2%)
	2048	8.2%	(96.6%)
	4096	25.8%	(88.4%)
	8192	62.3%	(62.6%)
	16384	0.3%	(0.3%)
634000	mean = 115337	max = 287680
	512	0.9%	(100%)
	1024	2.8%	(99.1%)
	2048	8.2%	(96.3%)
	4096	27.6%	(88.1%)
	8192	59.8%	(60.5%)
	16384	0.7%	(0.7%)
635000	mean = 115039	max = 288648
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.7%	(99.2%)
	2048	7.4%	(96.5%)
	4096	28%	(89.1%)
	8192	60.6%	(61.1%)
	16384	0.5%	(0.5%)
636000	mean = 114318	max = 268592
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	3.1%	(98.5%)
	2048	7.7%	(95.4%)
	4096	26.3%	(87.7%)
	8192	61.2%	(61.4%)
	16384	0.2%	(0.2%)
637000	mean = 111617	max = 218844
	256	0.2%	(100%)
	512	1.3%	(99.8%)
	1024	3.1%	(98.5%)
	2048	7.8%	(95.4%)
	4096	28.4%	(87.6%)
	8192	59.1%	(59.2%)
	16384	0.1%	(0.1%)
638000	mean = 112615	max = 289680
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.2%	(99.3%)
	2048	7.7%	(96.1%)
	4096	29.1%	(88.4%)
	8192	58.7%	(59.3%)
	16384	0.6%	(0.6%)
639000	mean = 117531	max = 282248
	512	0.6%	(100%)
	1024	2.9%	(99.4%)
	2048	6.6%	(96.5%)
	4096	26.4%	(89.9%)
