TDL2048-Demo
alpha = 0.1
total = 5000000
seed = 2689549431
6-tuple pattern 012345, size = 16777216 (64MB)
6-tuple pattern 456789, size = 16777216 (64MB)
6-tuple pattern 012456, size = 16777216 (64MB)
6-tuple pattern 45689a, size = 16777216 (64MB)
1000	mean = 7727.33	max = 26968
	2048	5.2%	(96.6%)
	4096	23%	(91.4%)
	8192	67%	(68.4%)
	16384	1.4%	(1.4%)
1339000	mean = 126435	max = 299460
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	1.9%	(99.3%)
	2048	5.1%	(97.4%)
	4096	22.7%	(92.3%)
	8192	67.4%	(69.6%)
	16384	2.2%	(2.2%)
1340000	mean = 124684	max = 290516
	512	1.2%	(100%)
	1024	3.2%	(98.8%)
	2048	4.6%	(95.6%)
	4096	22.8%	(91%)
	8192	65.5%	(68.2%)
	16384	2.7%	(2.7%)
1341000	mean = 125250	max = 305060
	256	0.6%	(100%)
	512	0.7%	(99.4%)
	1024	2.7%	(98.7%)
	2048	4.2%	(96%)
	4096	20.6%	(91.8%)
	8192	69.5%	(71.2%)
	16384	1.7%	(1.7%)
1342000	mean = 125632	max = 290780
	512	0.7%	(100%)
	1024	2.5%	(99.3%)
	2048	4.6%	(96.8%)
	4096	22.2%	(92.2%)
	8192	67.5%	(70%)
	16384	2.5%	(2.5%)
1343000	mean = 128744	max = 290120
	512	0.7%	(100%)
	1024	2.3%	(99.3%)
	2048	4.7%	(97%)
	4096	21%	(92.3%)
	8192	68.2%	(71.3%)
	16384	3.1%	(3.1%)
1344000	mean = 123110	max = 292452
	256	0.2%	(100%)
	512	1.6%	(99.8%)
	1024	2%	(98.2%)
	2048	5.8%	(96.2%)
	4096	21.4%	(90.4%)
	8192	67.1%	(69%)
	16384	1.9%	(1.9%)
1345000	mean = 123499	max = 290612
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.1%	(99.1%)
	2048	6.1%	(96%)
	4096	21%	(89.9%)
	8192	66.7%	(68.9%)
	16384	2.2%	(2.2%)
1346000	mean = 124585	max = 300772
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.7%	(99.1%)
	2048	3.4%	(95.4%)
	4096	21.5%	(92%)
	8192	68.6%	(70.5%)
	16384	1.9%	(1.9%)
1347000	mean = 126579	max = 285952
	256	0.1%	(100%)
	512	0.4%	(99.9%)
	1024	2.7%	(99.5%)
	2048	6.3%	(96.8%)
	4096	20.5%	(90.5%)
	8192	67.7%	(70%)
	16384	2.3%	(2.3%)
1348000	mean = 124328	max = 290432
	256	0.1%	(100%)
	512	1.1%	(99.9%)
	1024	2.3%	(98.8%)
	2048	5.4%	(96.5%)
	4096	21.7%	(91.1%)
	8192	67.6%	(69.4%)
	16384	1.8%	(1.8%)
1349000	mean = 123819	max = 289620
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.9%	(99.8%)
	1024	2.9%	(98.9%)
	2048	4.6%	(96%)
	4096	23.6%	(91.4%)
	8192	65.3%	(67.8%)
	16384	2.5%	(2.5%)
1350000	mean = 125247	max = 289144
	64	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	2.4%	(99.6%)
	2048	5.7%	(97.2%)
	4096	22.3%	(91.5%)
	8192	67.5%	(69.2%)
	16384	1.7%	(1.7%)
1351000	mean = 124783	max = 290736
	512	0.9%	(100%)
	1024	3.2%	(99.1%)
	2048	5.6%	(95.9%)
	4096	21.3%	(90.3%)
	8192	66.6%	(69%)
	16384	2.4%	(2.4%)
1352000	mean = 128942	max = 289920
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.3%	(99.1%)
	2048	4.2%	(96.8%)
	4096	19.9%	(92.6%)
	8192	69.8%	(72.7%)
	16384	2.9%	(2.9%)
1353000	mean = 127276	max = 287864
	512	1%	(100%)
	1024	2.7%	(99%)
	2048	4.3%	(96.3%)
	4096	21.4%	(92%)
	8192	68.3%	(70.6%)
	16384	2.3%	(2.3%)
1354000	mean = 124908	max = 290388
	512	0.1%	(100%)
	1024	3.2%	(99.9%)
	2048	5.6%	(96.7%)
	4096	20.9%	(91.1%)
	8192	68.4%	(70.2%)
	16384	1.8%	(1.8%)
1355000	mean = 127549	max = 309192
	512	0.7%	(100%)
	1024	2.1%	(99.3%)
	2048	4.9%	(97.2%)
	4096	21.5%	(92.3%)
	8192	68.4%	(70.8%)
	16384	2.4%	(2.4%)
1356000	mean = 125644	max = 287380
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	2.5%	(99.3%)
	2048	4.9%	(96.8%)
	4096	21.2%	(91.9%)
	8192	68.7%	(70.7%)
	16384	2%	(2%)
1357000	mean = 128453	max = 305324
	32	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	2%	(99.6%)
	2048	5%	(97.6%)
	4096	21.1%	(92.6%)
	8192	68.8%	(71.5%)
	16384	2.7%	(2.7%)
1358000	mean = 127118	max = 290296
	512	1.5%	(100%)
	1024	2.4%	(98.5%)
	2048	4.6%	(96.1%)
	4096	20%	(91.5%)
	8192	68.8%	(71.5%)
	16384	2.7%	(2.7%)
1359000	mean = 126510	max = 288036
	512	0.4%	(100%)
	1024	3.3%	(99.6%)
	2048	5.5%	(96.3%)
	4096	21.1%	(90.8%)
	8192	66.9%	(69.7%)
	16384	2.8%	(2.8%)
1360000	mean = 126422	max = 290296
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1%	(99.8%)
	1024	2.5%	(98.8%)
	2048	5.5%	(96.3%)
	4096	21.6%	(90.8%)
	8192	66.5%	(69.2%)
	16384	2.7%	(2.7%)
1361000	mean = 125439	max = 287868
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	2.5%	(98.5%)
	2048	5.6%	(96%)
	4096	20.5%	(90.4%)
	8192	67.4%	(69.9%)
	16384	2.5%	(2.5%)
1362000	mean = 123393	max = 290540
	128	0.1%	(100%)
	256	0.2%	(99.9%)
	512	0.6%	(99.7%)
	1024	3.3%	(99.1%)
	2048	5.3%	(95.8%)
	4096	23.3%	(90.5%)
	8192	65.1%	(67.2%)
	16384	2.1%	(2.1%)
1363000	mean = 127367	max = 293448
	512	0.6%	(100%)
	1024	2.5%	(99.4%)
	2048	3.9%	(96.9%)
	4096	22.9%	(93%)
	8192	67.7%	(70.1%)
	16384	2.4%	(2.4%)
1364000	mean = 126469	max = 275424
	512	0.7%	(100%)
	1024	2.1%	(99.3%)
	2048	5.5%	(97.2%)
	4096	20%	(91.7%)
	8192	69.7%	(71.7%)
	16384	2%	(2%)
1365000	mean = 127847	max = 287996
	64	0.1%	(100%)
	512	0.4%	(99.9%)
	1024	2.9%	(99.5%)
	2048	3.3%	(96.6%)
	4096	21.4%	(93.3%)
	8192	70.6%	(71.9%)
	16384	1.3%	(1.3%)
1366000	mean = 127506	max = 314480
	512	0.7%	(100%)
	1024	3.6%	(99.3%)
	2048	5.1%	(95.7%)
	4096	18.7%	(90.6%)
	8192	69.6%	(71.9%)
	16384	2.3%	(2.3%)
1367000	mean = 126958	max = 331620
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	2.7%	(99.1%)
	2048	4.4%	(96.4%)
	4096	21.7%	(92%)
	8192	67.6%	(70.3%)
	16384	2.7%	(2.7%)
1368000	mean = 127418	max = 291416
	512	0.5%	(100%)
	1024	2.4%	(99.5%)
	2048	3.9%	(97.1%)
	4096	22.6%	(93.2%)
	8192	67.7%	(70.6%)
	16384	2.9%	(2.9%)
1369000	mean = 126723	max = 289344
	512	0.8%	(100%)
	1024	2%	(99.2%)
	2048	5.2%	(97.2%)
	4096	22.1%	(92%)
	8192	67.6%	(69.9%)
	16384	2.3%	(2.3%)
1370000	mean = 125868	max = 290564
	512	1%	(100%)
	1024	1.9%	(99%)
	2048	4.7%	(97.1%)
	4096	22.2%	(92.4%)
	8192	68.6%	(70.2%)
	16384	1.6%	(1.6%)
1371000	mean = 125422	max = 297716
	512	0.6%	(100%)
	1024	2.4%	(99.4%)
	2048	5.6%	(97%)
	4096	22.1%	(91.4%)
	8192	67.1%	(69.3%)
	16384	2.2%	(2.2%)
1372000	mean = 127326	max = 289844
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	3.4%	(99%)
	2048	5.4%	(95.6%)
	4096	19.2%	(90.2%)
	8192	67.8%	(71%)
	16384	3.2%	(3.2%)
1373000	mean = 126131	max = 311756
	512	0.7%	(100%)
	1024	3.9%	(99.3%)
	2048	3.9%	(95.4%)
	4096	20.5%	(91.5%)
	8192	68.5%	(71%)
	16384	2.5%	(2.5%)
1374000	mean = 126996	max = 310180
	512	0.9%	(100%)
	1024	3%	(99.1%)
	2048	4.6%	(96.1%)
	4096	20.5%	(91.5%)
	8192	68.8%	(71%)
	16384	2.2%	(2.2%)
1375000	mean = 123665	max = 290424
	512	0.5%	(100%)
	1024	3.5%	(99.5%)
	2048	4.4%	(96%)
	4096	21%	(91.6%)
	8192	69.3%	(70.6%)
	16384	1.3%	(1.3%)
1376000	mean = 127714	max = 291400
	512	0.7%	(100%)
	1024	2.3%	(99.3%)
	2048	4.2%	(97%)
	4096	22.7%	(92.8%)
	8192	67.1%	(70.1%)
	16384	3%	(3%)
1377000	mean = 124912	max = 288768
	256	0.3%	(100%)
	512	1%	(99.7%)
	1024	2.5%	(98.7%)
	2048	4.9%	(96.2%)
	4096	22.9%	(91.3%)
	8192	65.8%	(68.4%)
	16384	2.6%	(2.6%)
1378000	mean = 125045	max = 289688
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	1.6%	(99.1%)
	2048	5.8%	(97.5%)
	4096	21.7%	(91.7%)
	8192	67.7%	(70%)
	16384	2.3%	(2.3%)
1379000	mean = 123461	max = 289064
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.5%	(99.8%)
	1024	1.8%	(99.3%)
	2048	7.3%	(97.5%)
	4096	21.9%	(90.2%)
	8192	66.5%	(68.3%)
	16384	1.8%	(1.8%)
1380000	mean = 125442	max = 290136
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.5%	(99.8%)
	1024	2.5%	(99.3%)
	2048	5.1%	(96.8%)
	4096	21.2%	(91.7%)
	8192	68.3%	(70.5%)
	16384	2.2%	(2.2%)
1381000	mean = 127153	max = 286068
	64	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	2.3%	(99.4%)
	2048	4.3%	(97.1%)
	4096	21.2%	(92.8%)
	8192	69.3%	(71.6%)
	16384	2.3%	(2.3%)
1382000	mean = 126542	max = 289320
	128	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.8%	(98.9%)
	2048	3.7%	(96.1%)
	4096	20.6%	(92.4%)
	8192	70.3%	(71.8%)
	16384	1.5%	(1.5%)
1383000	mean = 124847	max = 309508
	512	0.5%	(100%)
	1024	3.4%	(99.5%)
	2048	5%	(96.1%)
	4096	21.5%	(91.1%)
	8192	67.6%	(69.6%)
	16384	2%	(2%)
1384000	mean = 125072	max = 287924
	64	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.6%	(99.2%)
	2048	4.9%	(96.6%)
	4096	22.5%	(91.7%)
	8192	66.6%	(69.2%)
	16384	2.6%	(2.6%)
1385000	mean = 125039	max = 281936
	256	0.1%	(100%)
	512	1.1%	(99.9%)
	1024	2.9%	(98.8%)
	2048	4.9%	(95.9%)
	4096	21.1%	(91%)
	8192	67.5%	(69.9%)
	16384	2.4%	(2.4%)
1386000	mean = 126141	max = 288304
	256	0.2%	(100%)
	512	0.5%	(99.8%)
	1024	2.1%	(99.3%)
	2048	4.8%	(97.2%)
	4096	23.5%	(92.4%)
	8192	66.3%	(68.9%)
	16384	2.6%	(2.6%)
1387000	mean = 127358	max = 308572
	256	0.3%	(100%)
	512	0.4%	(99.7%)
	1024	2.8%	(99.3%)
	2048	4.7%	(96.5%)
	4096	19.2%	(91.8%)
	8192	70.9%	(72.6%)
	16384	1.7%	(1.7%)
1388000	mean = 127868	max = 289252
	512	0.4%	(100%)
	1024	3.4%	(99.6%)
	2048	4%	(96.2%)
	4096	20.7%	(92.2%)
	8192	68.3%	(71.5%)
	16384	3.2%	(3.2%)
1389000	mean = 126016	max = 287104
	512	0.8%	(100%)
	1024	3%	(99.2%)
	2048	5%	(96.2%)
	4096	22.1%	(91.2%)
	8192	66%	(69.1%)
	16384	3.1%	(3.1%)
1390000	mean = 126364	max = 281252
	256	0.3%	(100%)
	512	0.6%	(99.7%)
	1024	2.7%	(99.1%)
	2048	5.3%	(96.4%)
	4096	20.7%	(91.1%)
	8192	67.6%	(70.4%)
	16384	2.8%	(2.8%)
1391000	mean = 126938	max = 290248
	512	0.4%	(100%)
	1024	2.3%	(99.6%)
	2048	3.5%	(97.3%)
	4096	22.7%	(93.8%)
	8192	69.3%	(71.1%)
	16384	1.8%	(1.8%)
1392000	mean = 128782	max = 289936
	128	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.1%	(99%)
	2048	5.1%	(96.9%)
	4096	19.7%	(91.8%)
	8192	69.1%	(72.1%)
	16384	3%	(3%)
1393000	mean = 127090	max = 289676
	512	0.6%	(100%)
	1024	2.4%	(99.4%)
	2048	4.9%	(97%)
	4096	21.8%	(92.1%)
	8192	67.6%	(70.3%)
	16384	2.7%	(2.7%)
1394000	mean = 127933	max = 289700
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.9%	(99%)
	2048	5.4%	(96.1%)
	4096	19.4%	(90.7%)
	8192	68.4%	(71.3%)
	16384	2.9%	(2.9%)
1395000	mean = 127625	max = 290316
	512	1%	(100%)
	1024	3.4%	(99%)
	2048	4.3%	(95.6%)
	4096	21.4%	(91.3%)
	8192	65.8%	(69.9%)
	16384	4.1%	(4.1%)
1396000	mean = 127287	max = 286644
	512	0.3%	(100%)
	1024	2.8%	(99.7%)
	2048	4.7%	(96.9%)
	4096	21.5%	(92.2%)
	8192	68.2%	(70.7%)
	16384	2.5%	(2.5%)
1397000	mean = 128119	max = 290216
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	1.9%	(99.1%)
	2048	3.5%	(97.2%)
	4096	23.2%	(93.7%)
	8192	68.4%	(70.5%)
	16384	2.1%	(2.1%)
1398000	mean = 125319	max = 291100
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	0.7%	(99.7%)
	1024	3.2%	(99%)
	2048	4.6%	(95.8%)
	4096	22.3%	(91.2%)
	8192	65.4%	(68.9%)
	16384	3.5%	(3.5%)
1399000	mean = 123477	max = 289868
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.1%	(99.1%)
	2048	6.3%	(96%)
	4096	22.3%	(89.7%)
	8192	65.3%	(67.4%)
	16384	2.1%	(2.1%)
1400000	mean = 126199	max = 338348
	512	0.5%	(100%)
	1024	2.8%	(99.5%)
	2048	5.7%	(96.7%)
	4096	20.7%	(91%)
	8192	67.9%	(70.3%)
	16384	2.4%	(2.4%)
6-tuple pattern 012345 is saved to 2048.ckpt
6-tuple pattern 456789 is saved to 2048.ckpt
6-tuple pattern 012456 is saved to 2048.ckpt
6-tuple pattern 45689a is saved to 2048.ckpt
1401000	mean = 123183	max = 288552
	512	0.8%	(100%)
	1024	2%	(99.2%)
	2048	5.4%	(97.2%)
	4096	23.7%	(91.8%)
	8192	65.9%	(68.1%)
	16384	2.2%	(2.2%)
1402000	mean = 127304	max = 284932
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	2.2%	(99.1%)
	2048	5.3%	(96.9%)
	4096	19.1%	(91.6%)
	8192	70.1%	(72.5%)
	16384	2.4%	(2.4%)
1403000	mean = 128114	max = 296132
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.4%	(99.8%)
	1024	1.6%	(99.4%)
	2048	3.5%	(97.8%)
	4096	23.8%	(94.3%)
	8192	67.6%	(70.5%)
	16384	2.9%	(2.9%)
1404000	mean = 128827	max = 288716
	512	0.9%	(100%)
	1024	2.1%	(99.1%)
	2048	4.5%	(97%)
	4096	20.6%	(92.5%)
	8192	68.7%	(71.9%)
	16384	3.2%	(3.2%)
1405000	mean = 125931	max = 290164
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	1.8%	(99.4%)
	2048	5%	(97.6%)
	4096	22.4%	(92.6%)
	8192	68%	(70.2%)
	16384	2.2%	(2.2%)
1406000	mean = 123995	max = 289576
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.7%	(99%)
	2048	5.9%	(96.3%)
	4096	22.2%	(90.4%)
	8192	66%	(68.2%)
	16384	2.2%	(2.2%)
1407000	mean = 127365	max = 291936
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	2%	(98.8%)
	2048	4.6%	(96.8%)
	4096	21%	(92.2%)
	8192	69%	(71.2%)
	16384	2.2%	(2.2%)
1408000	mean = 127930	max = 284812
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.9%	(99.8%)
	1024	1.9%	(98.9%)
	2048	3.5%	(97%)
	4096	22.5%	(93.5%)
	8192	67.9%	(71%)
	16384	3.1%	(3.1%)
1409000	mean = 124586	max = 291772
	32	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.2%	(99.8%)
	1024	2.7%	(98.6%)
	2048	6%	(95.9%)
	4096	21.6%	(89.9%)
	8192	65.7%	(68.3%)
	16384	2.6%	(2.6%)
1410000	mean = 123680	max = 285868
	128	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.1%	(99.3%)
	2048	4.7%	(96.2%)
	4096	23.8%	(91.5%)
	8192	65.7%	(67.7%)
	16384	2%	(2%)
1411000	mean = 127356	max = 288844
	256	0.1%	(100%)
	512	0.2%	(99.9%)
	1024	2.9%	(99.7%)
	2048	4.7%	(96.8%)
	4096	20.2%	(92.1%)
	8192	70.1%	(71.9%)
	16384	1.8%	(1.8%)
1412000	mean = 129440	max = 288024
	128	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	1.5%	(99.1%)
	2048	5.4%	(97.6%)
	4096	18.2%	(92.2%)
	8192	71.7%	(74%)
	16384	2.3%	(2.3%)
1413000	mean = 127519	max = 289680
	128	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.8%	(99.1%)
	2048	5.3%	(96.3%)
	4096	19.7%	(91%)
	8192	69%	(71.3%)
	16384	2.3%	(2.3%)
1414000	mean = 125995	max = 314568
	256	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	2.4%	(99.6%)
	2048	5.2%	(97.2%)
	4096	24%	(92%)
	8192	64.9%	(68%)
	16384	3.1%	(3.1%)
1415000	mean = 124862	max = 290748
	256	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.6%	(98.9%)
	2048	5.9%	(96.3%)
	4096	20.9%	(90.4%)
	8192	67.1%	(69.5%)
	16384	2.4%	(2.4%)
1416000	mean = 127049	max = 289584
	128	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.6%	(99.2%)
	2048	4.4%	(96.6%)
	4096	21.5%	(92.2%)
	8192	68%	(70.7%)
	16384	2.7%	(2.7%)
1417000	mean = 125702	max = 301268
	256	0.2%	(100%)
	512	1.1%	(99.8%)
	1024	2.9%	(98.7%)
	2048	3.7%	(95.8%)
	4096	23.2%	(92.1%)
	8192	66.1%	(68.9%)
	16384	2.8%	(2.8%)
1418000	mean = 127977	max = 288868
	512	0.5%	(100%)
	1024	3.4%	(99.5%)
	2048	3.6%	(96.1%)
	4096	21%	(92.5%)
	8192	68.3%	(71.5%)
	16384	3.2%	(3.2%)
1419000	mean = 125298	max = 289564
	512	0.5%	(100%)
	1024	2.3%	(99.5%)
	2048	5%	(97.2%)
	4096	23.5%	(92.2%)
	8192	66.7%	(68.7%)
	16384	2%	(2%)
1420000	mean = 124810	max = 289744
	512	1.1%	(100%)
	1024	2.6%	(98.9%)
	2048	5.1%	(96.3%)
	4096	22%	(91.2%)
	8192	67.3%	(69.2%)
	16384	1.9%	(1.9%)
1421000	mean = 125291	max = 289740
	256	0.1%	(100%)
	512	0.4%	(99.9%)
	1024	3.5%	(99.5%)
	2048	5.3%	(96%)
	4096	21.2%	(90.7%)
	8192	66.9%	(69.5%)
	16384	2.6%	(2.6%)
1422000	mean = 125136	max = 289336
	256	0.3%	(100%)
	512	0.5%	(99.7%)
	1024	2.5%	(99.2%)
	2048	5.7%	(96.7%)
	4096	21.8%	(91%)
	8192	66.7%	(69.2%)
	16384	2.5%	(2.5%)
1423000	mean = 124639	max = 285868
	128	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	3.6%	(99.4%)
	2048	5.2%	(95.8%)
	4096	21.3%	(90.6%)
	8192	67.5%	(69.3%)
	16384	1.8%	(1.8%)
1424000	mean = 126099	max = 290300
	512	0.7%	(100%)
	1024	2.4%	(99.3%)
	2048	4.5%	(96.9%)
	4096	23%	(92.4%)
	8192	66.6%	(69.4%)
	16384	2.8%	(2.8%)
1425000	mean = 124792	max = 280764
	256	0.3%	(100%)
	512	1.1%	(99.7%)
	1024	3.3%	(98.6%)
	2048	4.9%	(95.3%)
	4096	20.4%	(90.4%)
	8192	68%	(70%)
	16384	2%	(2%)
1426000	mean = 124931	max = 293872
	512	1.3%	(100%)
	1024	2.6%	(98.7%)
	2048	5.4%	(96.1%)
	4096	19.7%	(90.7%)
	8192	68.8%	(71%)
	16384	2.2%	(2.2%)
1427000	mean = 129385	max = 291424
	512	0.6%	(100%)
	1024	1.2%	(99.4%)
	2048	5%	(98.2%)
	4096	20.5%	(93.2%)
	8192	70%	(72.7%)
	16384	2.7%	(2.7%)
1428000	mean = 125296	max = 288396
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.3%	(99.1%)
	2048	4.7%	(96.8%)
	4096	23.2%	(92.1%)
	8192	65.9%	(68.9%)
	16384	3%	(3%)
1429000	mean = 124046	max = 289904
	512	0.7%	(100%)
	1024	3%	(99.3%)
	2048	4.4%	(96.3%)
	4096	23.1%	(91.9%)
	8192	66.1%	(68.8%)
	16384	2.7%	(2.7%)
1430000	mean = 128872	max = 323080
	512	0.1%	(100%)
	1024	1.9%	(99.9%)
	2048	4.3%	(98%)
	4096	20.9%	(93.7%)
	8192	69.8%	(72.8%)
	16384	3%	(3%)
1431000	mean = 127198	max = 308684
	512	0.7%	(100%)
	1024	2.5%	(99.3%)
	2048	5.6%	(96.8%)
	4096	19.5%	(91.2%)
	8192	68.8%	(71.7%)
	16384	2.9%	(2.9%)
1432000	mean = 127196	max = 289520
	512	0.7%	(100%)
	1024	2.1%	(99.3%)
	2048	4.9%	(97.2%)
	4096	20.6%	(92.3%)
	8192	69.4%	(71.7%)
	16384	2.3%	(2.3%)
1433000	mean = 129351	max = 290408
	512	0.9%	(100%)
	1024	2.3%	(99.1%)
	2048	3.8%	(96.8%)
	4096	20.9%	(93%)
	8192	69%	(72.1%)
	16384	3.1%	(3.1%)
1434000	mean = 124764	max = 290432
	512	0.6%	(100%)
	1024	3%	(99.4%)
	2048	5.9%	(96.4%)
	4096	20.9%	(90.5%)
	8192	67.3%	(69.6%)
	16384	2.3%	(2.3%)
1435000	mean = 128996	max = 289712
	128	0.1%	(100%)
	512	0.1%	(99.9%)
	1024	2%	(99.8%)
	2048	4.6%	(97.8%)
	4096	21.3%	(93.2%)
	8192	68.7%	(71.9%)
	16384	3.2%	(3.2%)
1436000	mean = 127135	max = 295528
	512	0.5%	(100%)
	1024	2.4%	(99.5%)
	2048	4%	(97.1%)
	4096	22.7%	(93.1%)
	8192	67.5%	(70.4%)
	16384	2.9%	(2.9%)
1437000	mean = 125593	max = 309768
	128	0.1%	(100%)
	256	0.2%	(99.9%)
	512	0.7%	(99.7%)
	1024	2.5%	(99%)
	2048	5.1%	(96.5%)
	4096	21.9%	(91.4%)
	8192	66.3%	(69.5%)
	16384	3.2%	(3.2%)
1438000	mean = 126158	max = 290484
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	2.4%	(99.4%)
	2048	3.9%	(97%)
	4096	23.8%	(93.1%)
	8192	66.3%	(69.3%)
	16384	3%	(3%)
1439000	mean = 126905	max = 288604
	32	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	2.9%	(99.4%)
	2048	4.3%	(96.5%)
	4096	22.1%	(92.2%)
	8192	67.7%	(70.1%)
	16384	2.4%	(2.4%)
1440000	mean = 124363	max = 289720
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.8%	(99.1%)
	2048	5.9%	(96.3%)
	4096	22.2%	(90.4%)
	8192	65.4%	(68.2%)
	16384	2.8%	(2.8%)
1441000	mean = 126698	max = 285748
	256	0.2%	(100%)
	512	0.6%	(99.8%)
	1024	3.3%	(99.2%)
	2048	3.7%	(95.9%)
	4096	22.1%	(92.2%)
	8192	67.3%	(70.1%)
	16384	2.8%	(2.8%)
1442000	mean = 129697	max = 317120
	512	0.8%	(100%)
	1024	1.9%	(99.2%)
	2048	3.9%	(97.3%)
	4096	22%	(93.4%)
	8192	67.9%	(71.4%)
	16384	3.5%	(3.5%)
1443000	mean = 127418	max = 290460
	512	0.8%	(100%)
	1024	2.1%	(99.2%)
	2048	4.3%	(97.1%)
	4096	22%	(92.8%)
	8192	68.6%	(70.8%)
	16384	2.2%	(2.2%)
1444000	mean = 127137	max = 288192
	512	0.6%	(100%)
	1024	2.8%	(99.4%)
	2048	3.9%	(96.6%)
	4096	22.8%	(92.7%)
	8192	66.5%	(69.9%)
	16384	3.4%	(3.4%)
1445000	mean = 124019	max = 301332
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.6%	(99.1%)
	2048	6.4%	(96.5%)
	4096	23.1%	(90.1%)
	8192	63.8%	(67%)
	16384	3.2%	(3.2%)
1446000	mean = 127518	max = 289100
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	1.5%	(99.4%)
	2048	5.7%	(97.9%)
	4096	21%	(92.2%)
	8192	68.5%	(71.2%)
	16384	2.7%	(2.7%)
1447000	mean = 125984	max = 290332
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.7%	(99%)
	2048	5.8%	(96.3%)
	4096	19.7%	(90.5%)
	8192	68.2%	(70.8%)
	16384	2.6%	(2.6%)
1448000	mean = 128201	max = 290180
	512	0.1%	(100%)
	1024	2.7%	(99.9%)
	2048	5.2%	(97.2%)
	4096	20.1%	(92%)
	8192	69.7%	(71.9%)
	16384	2.2%	(2.2%)
1449000	mean = 129018	max = 350420
	256	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	2.2%	(99.6%)
	2048	4.7%	(97.4%)
	4096	20.8%	(92.7%)
	8192	68.7%	(71.9%)
	16384	3.2%	(3.2%)
1450000	mean = 127254	max = 287928
	256	0.2%	(100%)
	512	0.2%	(99.8%)
	1024	2.3%	(99.6%)
	2048	4.4%	(97.3%)
	4096	22.2%	(92.9%)
	8192	68.1%	(70.7%)
	16384	2.6%	(2.6%)
1451000	mean = 127453	max = 290232
	512	0.7%	(100%)
	1024	2.3%	(99.3%)
	2048	3.8%	(97%)
	4096	23.2%	(93.2%)
	8192	66.8%	(70%)
	16384	3.2%	(3.2%)
1452000	mean = 124647	max = 312660
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	3.2%	(98.8%)
	2048	5.7%	(95.6%)
	4096	21.2%	(89.9%)
	8192	66%	(68.7%)
	16384	2.7%	(2.7%)
1453000	mean = 129315	max = 309532
	512	0.5%	(100%)
	1024	1.6%	(99.5%)
	2048	4.2%	(97.9%)
	4096	21.4%	(93.7%)
	8192	70%	(72.3%)
	16384	2.3%	(2.3%)
1454000	mean = 125005	max = 291108
	512	0.6%	(100%)
	1024	3.3%	(99.4%)
	2048	5.3%	(96.1%)
	4096	22.8%	(90.8%)
	8192	65.1%	(68%)
	16384	2.9%	(2.9%)
1455000	mean = 124819	max = 290072
	512	0.9%	(100%)
